"","X","date","price","bathrooms","sqft_living","view","grade","yr_built","yr_renovated","sqft_living15","sqft_lot15","year_sold","month_sold"
"20594",20593,2014-10-08,1200000,3.5,3900,0,9,2014,0,1190,4400,"2014","10"
"20595",20594,2014-08-06,430000,3.25,1550,0,8,2006,0,1550,1444,"2014","08"
"20596",20595,2015-03-23,392000,2.5,2130,0,8,2014,0,1830,7217,"2015","03"
"20597",20596,2014-07-02,795000,2.5,2890,0,9,2005,0,3300,30950,"2014","07"
"20598",20597,2014-06-30,457000,2.5,1220,0,8,2008,0,1360,3750,"2014","06"
"20599",20598,2015-03-20,453000,2.5,2502,0,9,2013,0,2597,6983,"2015","03"
"20600",20599,2014-05-09,376000,2,1340,0,8,2008,0,1110,1384,"2014","05"
"20601",20600,2014-08-04,469995,2.5,2350,0,8,2014,0,2670,4180,"2014","08"
"20602",20601,2015-05-04,540000,2.5,1810,0,8,2008,0,1560,5100,"2015","05"
"20603",20602,2014-05-02,555000,2.5,3310,0,8,2012,0,2380,5000,"2014","05"
"20604",20603,2014-07-25,445000,2,1620,0,7,2006,0,1700,7750,"2014","07"
"20605",20604,2014-12-15,256950,2,1070,0,9,2008,0,1070,928,"2014","12"
"20606",20605,2014-10-06,297000,2.5,2230,0,8,2011,0,2030,3721,"2014","10"
"20607",20606,2014-10-17,320000,2.5,1970,0,8,2005,0,1980,5123,"2014","10"
"20608",20607,2014-11-14,805000,4.5,4600,0,9,2006,0,4480,6324,"2014","11"
"20609",20608,2014-08-01,799990,2.75,3110,0,9,2014,0,3590,6054,"2014","08"
"20610",20609,2015-04-09,680000,2.5,3490,0,9,2007,0,3440,3600,"2015","04"
"20611",20610,2014-06-24,395000,2.5,1600,0,7,2007,0,1600,1936,"2014","06"
"20612",20611,2014-12-02,732000,2.5,1960,0,8,2010,0,1220,3060,"2014","12"
"20613",20612,2014-08-02,163800,2.5,1000,0,7,2004,0,1330,1466,"2014","08"
"20614",20613,2014-12-01,220000,2.5,1000,0,7,2004,0,1330,1466,"2014","12"
"20615",20614,2014-11-06,308625,2,1500,0,7,1999,0,1500,1245,"2014","11"
"20616",20615,2015-03-31,375000,2.5,2424,0,9,2014,0,2424,6036,"2015","03"
"20617",20616,2014-07-01,3e+05,2.5,2303,0,8,2006,0,2516,4500,"2014","07"
"20618",20617,2014-06-16,284000,2.5,1880,0,7,2009,0,2180,5185,"2014","06"
"20619",20618,2015-02-20,610000,2,1210,0,8,2014,0,1480,1171,"2015","02"
"20620",20619,2015-03-24,955000,3.25,3720,0,9,2012,0,3100,6790,"2015","03"
"20621",20620,2014-06-27,982000,2.75,3610,0,9,2014,0,2360,8580,"2014","06"
"20622",20621,2014-05-22,359000,1.5,1360,0,8,2008,0,1360,1167,"2014","05"
"20623",20622,2014-07-18,779380,2.5,2590,0,8,2014,0,3010,4823,"2014","07"
"20624",20623,2014-06-30,1510000,3.25,4390,0,10,2007,0,2160,9249,"2014","06"
"20625",20624,2015-02-23,635000,3,2290,0,8,2014,0,2230,1407,"2015","02"
"20626",20625,2014-08-26,1060000,3.75,3880,0,10,2007,0,3130,6112,"2014","08"
"20627",20626,2014-07-16,389500,2.5,1350,0,8,2006,0,1350,886,"2014","07"
"20628",20627,2014-08-07,359800,2.5,2170,0,8,2014,0,1800,2752,"2014","08"
"20629",20628,2014-05-27,399950,3,1296,0,8,2009,0,1520,1939,"2014","05"
"20630",20629,2014-06-03,320000,3.25,1530,0,8,2013,0,1450,1198,"2014","06"
"20631",20630,2014-07-25,255900,2.5,1489,0,7,2014,0,1537,3273,"2014","07"
"20632",20631,2015-02-09,380000,2.5,2130,0,8,2014,0,1830,8160,"2015","02"
"20633",20632,2014-09-18,580000,2.75,1430,0,9,2009,0,1930,2700,"2014","09"
"20634",20633,2015-04-29,545000,3.75,2380,0,8,2008,0,2040,10810,"2015","04"
"20635",20634,2014-07-25,451300,2.5,1420,0,8,2008,0,1340,1382,"2014","07"
"20636",20635,2014-06-16,852880,3.25,3450,0,9,2014,0,3020,5369,"2014","06"
"20637",20636,2014-09-19,305000,2.5,1914,0,8,2009,0,1714,3164,"2014","09"
"20638",20637,2015-04-30,295000,1.5,988,0,7,2007,0,1128,1080,"2015","04"
"20639",20638,2014-10-16,261000,2.25,1584,0,7,2012,0,1584,2800,"2014","10"
"20640",20639,2015-03-17,560000,2.5,2630,0,8,2001,0,2550,5500,"2015","03"
"20641",20640,2014-09-19,795000,3.25,3520,0,9,2012,0,3220,5781,"2014","09"
"20642",20641,2014-09-29,384950,2.5,2380,0,8,2006,0,2580,5311,"2014","09"
"20643",20642,2014-05-08,5e+05,1.75,1410,0,8,2012,0,1350,2512,"2014","05"
"20644",20643,2015-02-05,640000,3.5,3220,0,9,2013,0,2960,6534,"2015","02"
"20645",20644,2014-11-21,418000,3.25,3266,0,8,2014,0,3087,5169,"2014","11"
"20646",20645,2014-10-10,799000,2,2550,0,9,2007,0,1630,5100,"2014","10"
"20647",20646,2015-03-20,552900,3.5,3828,0,9,2014,0,2120,18900,"2015","03"
"20648",20647,2014-12-19,539950,2.25,1670,0,8,2014,0,1640,1310,"2014","12"
"20649",20648,2015-01-20,524225,2.5,3056,0,9,2014,0,2849,8607,"2015","01"
"20650",20649,2015-02-02,424950,1.5,1000,0,8,2005,0,2300,3500,"2015","02"
"20651",20650,2014-11-25,560000,3.25,1530,0,8,2007,0,1390,2900,"2014","11"
"20652",20651,2015-04-29,715000,3,3490,0,9,2009,0,2870,5932,"2015","04"
"20653",20652,2014-05-22,3e+05,2.5,2760,0,8,2006,0,1360,6000,"2014","05"
"20654",20653,2015-02-24,405000,2.5,1440,0,7,2005,0,1440,2207,"2015","02"
"20655",20654,2014-10-07,327000,3,1370,0,8,2009,0,1399,1151,"2014","10"
"20656",20655,2014-12-09,859950,4,3180,0,9,2014,0,3230,7602,"2014","12"
"20657",20656,2015-01-13,560000,3,2720,0,9,2008,0,1770,5705,"2015","01"
"20658",20657,2014-09-07,379900,2.5,1800,0,8,2011,0,1580,2617,"2014","09"
"20659",20658,2015-05-01,625000,2.5,3220,0,9,2008,0,3330,6231,"2015","05"
"20660",20659,2015-04-23,398096,2.5,2370,0,8,2014,0,2370,4357,"2015","04"
"20661",20660,2014-11-20,315000,2.5,1410,0,7,2007,0,1270,1282,"2014","11"
"20662",20661,2014-12-12,939000,3.5,3640,0,9,2014,0,3590,6104,"2014","12"
"20663",20662,2014-07-25,674000,2.5,1920,0,9,2003,0,1930,3533,"2014","07"
"20664",20663,2014-08-14,306000,2.5,2267,0,7,2014,0,2056,3577,"2014","08"
"20665",20664,2014-07-09,2321000,4.75,5780,0,11,2006,0,3460,10855,"2014","07"
"20666",20665,2015-02-02,394950,1,1131,0,7,2011,0,1131,1992,"2015","02"
"20667",20666,2014-09-18,914154,3.5,2940,0,10,2014,0,2760,6695,"2014","09"
"20668",20667,2014-11-17,496000,2.5,2180,0,7,2010,0,2180,7347,"2014","11"
"20669",20668,2015-04-17,430100,2.25,1400,0,8,2009,0,1420,1230,"2015","04"
"20670",20669,2014-07-08,449990,2.5,2680,0,8,2013,0,2680,5992,"2014","07"
"20671",20670,2015-03-30,502000,2.5,2680,0,8,2013,0,2680,5992,"2015","03"
"20672",20671,2015-03-11,310000,2.5,1300,0,7,2005,0,1390,2943,"2015","03"
"20673",20672,2015-03-23,349950,3.5,2796,0,8,2013,0,2040,5195,"2015","03"
"20674",20673,2014-09-19,625000,1.75,1460,0,8,2008,0,1440,4120,"2014","09"
"20675",20674,2014-08-27,1054710,3.5,4210,3,9,2014,0,3920,5331,"2014","08"
"20676",20675,2014-07-07,680000,2.75,2330,0,9,2005,0,2410,4063,"2014","07"
"20677",20676,2014-05-15,828950,3.5,3930,1,9,2013,0,3700,5816,"2014","05"
"20678",20677,2015-04-03,274950,2.5,1608,0,8,2014,0,2009,4983,"2015","04"
"20679",20678,2015-03-12,293000,2.25,1610,0,7,1979,0,1950,1968,"2015","03"
"20680",20679,2014-06-13,795000,3.5,3200,0,9,2007,0,3400,3663,"2014","06"
"20681",20680,2014-09-22,282900,2.5,1710,0,7,2014,0,1710,3500,"2014","09"
"20682",20681,2015-04-16,909950,3.75,3050,0,9,2014,0,2750,8979,"2015","04"
"20683",20682,2014-11-04,922755,3.5,3560,0,9,2014,0,3540,5500,"2014","11"
"20684",20683,2015-04-16,424000,2.5,2650,0,9,2006,0,2650,7932,"2015","04"
"20685",20684,2015-04-23,630000,2.5,3490,0,8,2009,0,1740,14448,"2015","04"
"20686",20685,2014-12-22,810000,3.25,4140,0,9,2007,0,2060,43103,"2014","12"
"20687",20686,2014-07-30,256703,2,1670,0,7,2014,0,1670,4622,"2014","07"
"20688",20687,2014-05-15,386380,2.5,1720,0,7,2010,0,1720,3600,"2014","05"
"20689",20688,2014-09-16,485000,2,1510,0,8,2010,0,1510,3962,"2014","09"
"20690",20689,2015-02-11,275000,2.25,1450,0,7,2010,0,1610,4040,"2015","02"
"20691",20690,2015-03-02,370000,2.5,1812,0,8,2011,0,2440,6007,"2015","03"
"20692",20691,2014-06-10,499950,2.25,1060,0,8,2005,0,1300,1169,"2014","06"
"20693",20692,2015-04-24,502000,2.5,1600,0,8,2009,0,1130,2921,"2015","04"
"20694",20693,2014-06-20,654000,3.25,1530,0,8,2005,0,1530,1381,"2014","06"
"20695",20694,2014-07-14,575000,2.25,2070,0,9,2013,0,1569,4802,"2014","07"
"20696",20695,2015-04-15,5e+05,2.5,3630,0,10,2008,0,1600,15716,"2015","04"
"20697",20696,2015-01-14,554000,2.5,2140,0,8,2005,0,2280,2615,"2015","01"
"20698",20697,2015-05-08,360000,1.75,2010,0,7,1960,0,1720,8475,"2015","05"
"20699",20698,2015-04-29,619990,2.75,2630,0,8,2015,0,2380,4599,"2015","04"
"20700",20699,2015-03-12,317500,2.5,2233,0,7,2012,0,1544,6036,"2015","03"
"20701",20700,2014-08-28,564950,2.75,2990,0,7,2014,0,2580,7539,"2014","08"
"20702",20701,2014-06-11,545000,1.25,1240,0,8,2014,0,1340,5289,"2014","06"
"20703",20702,2015-05-01,333700,2.5,2230,0,7,2006,0,2260,5050,"2015","05"
"20704",20703,2014-07-11,1480000,3.25,3700,0,11,1998,0,3930,2567,"2014","07"
"20705",20704,2015-04-08,530000,3,2290,0,8,2012,0,2450,5105,"2015","04"
"20706",20705,2015-04-13,396000,1.5,950,0,8,2006,0,1290,1189,"2015","04"
"20707",20706,2014-10-16,305000,1.75,1120,0,7,2012,0,1150,758,"2014","10"
"20708",20707,2014-05-22,380000,3.5,2420,0,7,2013,0,1430,4468,"2014","05"
"20709",20708,2015-03-03,305000,2.5,1714,0,8,2010,0,1714,3250,"2015","03"
"20710",20709,2014-09-28,440000,2.5,2230,0,7,2011,0,1590,7241,"2014","09"
"20711",20710,2014-06-27,459000,3,2530,0,7,2013,0,1420,9898,"2014","06"
"20712",20711,2015-03-06,530000,3.5,1550,0,8,2005,0,1490,1539,"2015","03"
"20713",20712,2015-04-16,6e+05,2.75,3110,0,8,2012,0,2610,8535,"2015","04"
"20714",20713,2014-07-18,515000,3,2100,0,8,2008,0,1900,2400,"2014","07"
"20715",20714,2015-04-08,275000,2.5,2150,0,8,2007,0,2150,3721,"2015","04"
"20716",20715,2015-01-12,540000,1.75,1630,0,8,2014,0,1420,1670,"2015","01"
"20717",20716,2014-08-05,445000,2.5,2230,0,7,2005,0,2310,4818,"2014","08"
"20718",20717,2015-04-07,285000,2.5,1320,0,7,2009,0,1300,1003,"2015","04"
"20719",20718,2014-07-31,480000,2.5,1590,0,8,2010,0,1620,1548,"2014","07"
"20720",20719,2015-01-20,440000,3.25,2610,0,8,2005,0,1750,3118,"2015","01"
"20721",20720,2015-02-11,287450,2.5,1440,0,7,2008,0,1440,5000,"2015","02"
"20722",20721,2015-04-01,507950,2.5,2630,0,9,2006,0,2630,7210,"2015","04"
"20723",20722,2014-06-19,750000,3.5,3390,0,10,2012,0,3290,12332,"2014","06"
"20724",20723,2014-07-03,425000,1.5,1400,0,8,2007,0,1270,1205,"2014","07"
"20725",20724,2014-12-02,420000,3.5,1900,0,8,2009,0,1530,3264,"2014","12"
"20726",20725,2014-05-10,394950,2.5,1350,0,8,2006,0,1350,886,"2014","05"
"20727",20726,2014-07-11,635000,3.25,3420,2,9,2012,0,3010,5172,"2014","07"
"20728",20727,2015-05-06,513000,2.5,2150,0,7,1995,0,2400,207781,"2015","05"
"20729",20728,2015-05-05,380000,2.5,2110,0,8,2012,0,2250,5306,"2015","05"
"20730",20729,2014-05-21,1130000,3.25,3810,1,10,2007,0,3240,10748,"2014","05"
"20731",20730,2014-06-08,540000,3,2870,0,8,2007,0,2640,4610,"2014","06"
"20732",20731,2015-04-27,352499,2.25,1240,0,7,2009,0,1240,750,"2015","04"
"20733",20732,2015-05-05,603000,3.5,3610,0,9,2008,0,3010,29279,"2015","05"
"20734",20733,2014-05-30,685000,2.5,2310,0,9,2013,0,1260,5100,"2014","05"
"20735",20734,2014-06-26,330675,3,1930,0,7,2006,0,1930,2611,"2014","06"
"20736",20735,2014-06-05,275000,3,1390,0,7,2006,0,1450,1081,"2014","06"
"20737",20736,2014-07-16,259950,2.5,1578,0,7,2010,0,1850,7200,"2014","07"
"20738",20737,2014-07-29,441000,2,1720,0,9,2011,0,1900,15337,"2014","07"
"20739",20738,2014-12-03,1135000,3.75,4700,0,10,2006,0,3180,13140,"2014","12"
"20740",20739,2014-12-05,590000,3.5,1970,0,8,2007,0,1940,6000,"2014","12"
"20741",20740,2014-09-18,497000,2.25,1460,0,8,2012,0,1690,3776,"2014","09"
"20742",20741,2014-11-21,345500,2.5,1930,0,8,2014,0,2050,4000,"2014","11"
"20743",20742,2014-06-23,562500,2.25,1300,0,8,2006,0,1300,1169,"2014","06"
"20744",20743,2014-09-04,355000,2.25,1445,0,7,2005,0,1410,1336,"2014","09"
"20745",20744,2014-09-05,345000,2.25,860,0,9,2009,0,1100,3000,"2014","09"
"20746",20745,2014-05-05,478000,2.5,3040,0,9,2007,0,2670,4666,"2014","05"
"20747",20746,2015-04-02,391500,2.5,2424,0,9,2014,0,2381,6036,"2015","04"
"20748",20747,2015-04-12,265000,1.5,1084,0,7,1976,0,1084,6250,"2015","04"
"20749",20748,2014-10-30,395000,2.5,2510,0,8,2005,0,1820,5736,"2014","10"
"20750",20749,2014-07-27,286308,1.5,1220,0,7,2006,0,1210,659,"2014","07"
"20751",20750,2014-05-27,370000,2.25,1280,0,7,2009,0,1280,1246,"2014","05"
"20752",20751,2014-09-23,1079000,3.5,3740,0,9,2014,0,1520,4590,"2014","09"
"20753",20752,2014-10-15,298900,2.5,1852,0,7,2014,0,2475,4000,"2014","10"
"20754",20753,2015-04-21,775000,2.5,2580,0,9,2007,0,2580,4410,"2015","04"
"20755",20754,2014-06-24,790000,3.5,3190,0,9,2010,0,3000,72745,"2014","06"
"20756",20755,2014-08-27,1050000,2.5,3400,0,8,2014,0,1740,5969,"2014","08"
"20757",20756,2014-07-08,249000,1.5,1090,0,7,1982,0,1160,2158,"2014","07"
"20758",20757,2014-09-29,348000,2,2360,0,8,2011,0,2304,5880,"2014","09"
"20759",20758,2014-11-14,358000,2.5,2460,0,8,2011,0,2210,6395,"2014","11"
"20760",20759,2014-06-25,260000,2.5,2025,0,7,2007,0,1664,9000,"2014","06"
"20761",20760,2014-06-04,765000,3,4410,0,9,2006,0,4390,5537,"2014","06"
"20762",20761,2014-05-28,739000,2.5,2810,0,9,2005,0,2870,5400,"2014","05"
"20763",20762,2014-05-05,890000,3.5,4490,0,10,2006,0,4530,6000,"2014","05"
"20764",20763,2014-06-07,462000,2.5,3070,0,9,2006,0,2910,5106,"2014","06"
"20765",20764,2014-07-08,380000,2.5,1984,0,8,1962,0,1390,9152,"2014","07"
"20766",20765,2015-05-11,770000,3.5,4750,2,10,2013,0,2160,14496,"2015","05"
"20767",20766,2014-08-18,641000,3.25,2760,0,8,2014,0,2760,5186,"2014","08"
"20768",20767,2015-04-17,2300000,4,4360,4,10,2007,0,2670,8525,"2015","04"
"20769",20768,2015-05-04,369000,2.5,3060,0,8,2008,0,1760,27251,"2015","05"
"20770",20769,2014-09-16,1112000,3,2770,0,9,2014,0,1820,2960,"2014","09"
"20771",20770,2014-08-28,357000,2.5,2990,0,8,2015,0,1970,18110,"2014","08"
"20772",20771,2014-11-26,650000,2.75,1540,0,8,2002,0,1540,1287,"2014","11"
"20773",20772,2014-06-25,563500,2.5,1400,0,8,2007,0,1350,1312,"2014","06"
"20774",20773,2014-06-17,345000,2.5,1680,0,7,2007,0,1230,9300,"2014","06"
"20775",20774,2014-07-25,479950,2,2260,0,9,2012,0,2340,6730,"2014","07"
"20776",20775,2014-05-13,660000,3.5,3400,0,9,2012,0,3170,5260,"2014","05"
"20777",20776,2014-07-29,8e+05,2.5,2930,0,9,2007,0,3230,5778,"2014","07"
"20778",20777,2014-07-24,253101,2,1239,0,7,2009,0,2060,5746,"2014","07"
"20779",20778,2014-09-29,555000,3.5,2100,0,9,2011,0,1800,2457,"2014","09"
"20780",20779,2014-06-26,240000,1,1200,0,7,1933,0,1130,1598,"2014","06"
"20781",20780,2015-05-04,380000,1,1200,0,7,1933,0,1130,1598,"2015","05"
"20782",20781,2014-11-17,239000,1.5,680,0,7,2005,0,690,1059,"2014","11"
"20783",20782,2015-03-18,760000,3.25,2690,0,9,2014,0,1810,4590,"2015","03"
"20784",20783,2014-08-26,430000,2.5,2750,0,8,2011,0,2750,7200,"2014","08"
"20785",20784,2014-05-22,660000,2.5,2450,0,8,2010,0,2450,4154,"2014","05"
"20786",20785,2014-08-20,399963,2.5,2620,0,8,2014,0,2030,3944,"2014","08"
"20787",20786,2014-07-18,411000,2,1130,0,9,2007,0,1350,1201,"2014","07"
"20788",20787,2014-06-27,483453,2.75,2790,0,8,2014,0,2620,5509,"2014","06"
"20789",20788,2014-11-10,469950,2,1820,0,9,2014,0,1710,1372,"2014","11"
"20790",20789,2014-07-15,504058,2.75,2910,0,8,2013,0,2790,7868,"2014","07"
"20791",20790,2015-04-28,425996,2.5,2568,0,9,2014,0,2547,4500,"2015","04"
"20792",20791,2014-07-08,760005,2.75,3090,0,9,2010,0,2960,5250,"2014","07"
"20793",20792,2015-04-20,699999,2,1460,0,8,2014,0,1580,1202,"2015","04"
"20794",20793,2014-07-16,749950,2.5,2010,0,8,2014,0,1500,2670,"2014","07"
"20795",20794,2014-07-08,674600,2.5,2610,0,8,2006,0,1190,5101,"2014","07"
"20796",20795,2015-02-24,450000,1.5,960,0,8,2008,0,1200,1297,"2015","02"
"20797",20796,2015-04-07,272000,2.5,1528,0,7,2011,0,1850,7340,"2015","04"
"20798",20797,2014-07-14,450000,1.5,1310,0,8,2006,0,1330,1265,"2014","07"
"20799",20798,2015-05-05,643950,2.25,1760,0,9,2015,0,1420,1618,"2015","05"
"20800",20799,2014-11-10,290000,2.5,1420,0,8,2007,0,1180,1622,"2014","11"
"20801",20800,2014-10-08,378000,2.5,1650,0,8,2007,0,1650,1965,"2014","10"
"20802",20801,2014-06-19,728050,2.5,2320,0,8,2008,0,1680,4750,"2014","06"
"20803",20802,2015-04-26,499160,2.5,2628,0,9,2014,0,2849,10909,"2015","04"
"20804",20803,2014-12-01,536000,2.5,2520,0,8,2009,0,2430,3937,"2014","12"
"20805",20804,2015-02-05,419900,3.5,2880,0,8,2012,0,2590,4800,"2015","02"
"20806",20805,2014-12-10,469000,2.25,1440,0,7,2014,0,1180,2603,"2014","12"
"20807",20806,2015-04-08,374000,2.5,2185,0,9,2009,0,2297,5876,"2015","04"
"20808",20807,2014-07-28,182568,1.5,1500,0,7,2014,0,1490,2175,"2014","07"
"20809",20808,2014-06-26,334888,2.5,1769,0,9,2012,0,2502,6017,"2014","06"
"20810",20809,2014-09-17,799900,4,3650,3,9,2013,0,3220,11022,"2014","09"
"20811",20810,2014-05-12,383000,2.5,2160,0,8,2010,0,2160,5555,"2014","05"
"20812",20811,2014-12-18,580000,2.5,1820,0,7,1999,0,1870,220654,"2014","12"
"20813",20812,2014-07-07,351999,2.5,2370,0,8,2014,0,2370,4200,"2014","07"
"20814",20813,2015-02-23,1325000,3,3180,2,11,2008,0,2420,2758,"2015","02"
"20815",20814,2015-01-25,312000,2.5,1780,0,8,2011,0,1970,4077,"2015","01"
"20816",20815,2014-09-12,674950,3.5,2650,0,8,2011,0,2330,3137,"2014","09"
"20817",20816,2014-12-29,1105000,2.75,3300,0,10,2007,0,3150,8580,"2014","12"
"20818",20817,2015-03-13,415000,2.5,1160,0,8,2007,0,1320,2800,"2015","03"
"20819",20818,2014-07-10,1250000,3,3460,0,10,2007,0,2460,6325,"2014","07"
"20820",20819,2014-09-19,208800,2.5,1390,0,7,2009,0,1390,2450,"2014","09"
"20821",20820,2014-10-29,452000,2.5,1260,0,8,2006,0,1490,2500,"2014","10"
"20822",20821,2015-04-22,837000,2.75,2940,0,8,2010,0,3090,6261,"2015","04"
"20823",20822,2015-02-24,780000,3.5,3190,0,8,2013,0,2580,3989,"2015","02"
"20824",20823,2014-10-02,1485000,3.5,3930,0,10,2007,0,3390,6120,"2014","10"
"20825",20824,2014-09-26,1600000,3.75,3570,0,10,2014,0,1760,10125,"2014","09"
"20826",20825,2014-09-18,369946,2.5,2420,0,8,2014,0,2370,4200,"2014","09"
"20827",20826,2014-06-08,530000,2.75,3400,2,9,2009,0,1580,8676,"2014","06"
"20828",20827,2015-03-20,386000,2.5,2478,0,8,2012,0,2279,6079,"2015","03"
"20829",20828,2015-02-18,1900000,2.5,3070,2,11,2009,0,2440,4682,"2015","02"
"20830",20829,2014-09-11,735000,3.5,3200,2,9,2013,0,2240,4416,"2014","09"
"20831",20830,2014-10-02,1750000,3.25,5790,3,10,2014,0,5790,13928,"2014","10"
"20832",20831,2015-02-23,489950,2.25,1590,0,8,2014,0,1640,1321,"2015","02"
"20833",20832,2015-04-13,357500,3,1730,0,8,2008,0,1370,1524,"2015","04"
"20834",20833,2014-05-20,329995,2.5,2303,0,8,2013,0,2303,3760,"2014","05"
"20835",20834,2014-09-25,414000,2.5,1790,0,8,2013,0,1800,3393,"2014","09"
"20836",20835,2014-12-10,533500,3.5,2490,0,8,2005,0,1600,2378,"2014","12"
"20837",20836,2015-03-05,402395,2.5,2669,0,9,2014,0,2669,4645,"2015","03"
"20838",20837,2015-04-10,725000,3.25,2610,0,10,2008,0,2610,2664,"2015","04"
"20839",20838,2014-08-28,1275000,5.25,6160,0,11,2007,0,4225,9100,"2014","08"
"20840",20839,2014-09-17,239800,1.75,1290,0,8,2014,0,1410,1875,"2014","09"
"20841",20840,2014-09-04,616950,3.5,3560,0,8,2013,0,2910,5026,"2014","09"
"20842",20841,2014-10-01,1258000,3.25,4360,3,11,2007,0,4310,6000,"2014","10"
"20843",20842,2014-06-17,435000,2.25,1230,0,8,2009,0,1230,953,"2014","06"
"20844",20843,2014-08-15,925000,3.25,3640,0,10,2005,0,2900,51721,"2014","08"
"20845",20844,2015-04-28,631500,2.5,1780,0,8,1981,0,2050,4400,"2015","04"
"20846",20845,2015-03-30,399995,1.5,1140,0,8,2005,0,1230,1276,"2015","03"
"20847",20846,2014-05-06,369950,2,1270,0,8,2006,0,1370,1320,"2014","05"
"20848",20847,2015-04-23,475000,3.5,2780,0,8,2005,0,2640,3850,"2015","04"
"20849",20848,2014-11-25,353000,2.5,1912,0,8,2012,0,2020,5000,"2014","11"
"20850",20849,2015-02-25,329950,2.5,2300,0,8,2006,0,1200,9085,"2015","02"
"20851",20850,2015-03-13,367000,2.5,2828,0,8,2013,0,2513,4507,"2015","03"
"20852",20851,2014-09-05,447500,2.5,2425,0,9,2013,0,2725,7019,"2014","09"
"20853",20852,2014-07-09,595000,3.25,3730,0,9,2015,0,1800,4560,"2014","07"
"20854",20853,2014-09-04,325000,1,730,0,7,2009,0,1020,2044,"2014","09"
"20855",20854,2015-02-03,690000,2.5,1990,0,9,2005,0,1955,1438,"2015","02"
"20856",20855,2014-11-11,329950,2.5,1300,0,8,2008,0,1300,824,"2014","11"
"20857",20856,2015-01-28,399500,2.5,2560,0,8,2014,0,1260,11541,"2015","01"
"20858",20857,2015-01-21,555000,2.5,2450,0,8,2007,0,2450,4478,"2015","01"
"20859",20858,2014-10-01,427000,1.5,1440,0,8,2011,0,1440,4255,"2014","10"
"20860",20859,2014-10-20,375000,2.25,1140,0,8,2007,0,1140,1245,"2014","10"
"20861",20860,2014-05-08,499000,1.5,1110,0,8,2005,0,1680,1104,"2014","05"
"20862",20861,2014-07-18,750000,2.5,2620,0,8,2013,0,2620,120686,"2014","07"
"20863",20862,2014-12-29,336900,2.5,1690,0,8,2014,0,1740,1664,"2014","12"
"20864",20863,2014-09-19,555000,2.75,1950,0,8,2009,0,910,1745,"2014","09"
"20865",20864,2014-11-06,1275000,3.5,3530,0,10,2007,0,2660,8126,"2014","11"
"20866",20865,2014-10-14,999950,3.5,3310,0,9,2014,0,1850,4750,"2014","10"
"20867",20866,2014-06-25,975000,3,2620,0,10,2009,0,1680,5217,"2014","06"
"20868",20867,2015-02-19,299000,2.25,1350,0,8,2010,0,1940,3860,"2015","02"
"20869",20868,2015-04-17,479000,2.5,1741,0,8,2007,0,2090,10454,"2015","04"
"20870",20869,2015-04-17,428000,2.5,1650,0,8,2007,0,1650,1965,"2015","04"
"20871",20870,2014-08-29,409000,2.5,1890,0,7,2012,0,2340,7500,"2014","08"
"20872",20871,2015-03-26,798500,3,1950,0,9,2009,0,2040,2131,"2015","03"
"20873",20872,2014-12-12,689000,3.5,4490,0,9,2006,0,4410,6299,"2014","12"
"20874",20873,2014-05-08,375000,2.25,3206,0,7,2012,0,2527,5804,"2014","05"
"20875",20874,2014-07-17,775000,3.5,4130,2,10,2011,0,4130,87476,"2014","07"
"20876",20875,2014-10-14,639983,3,2800,0,8,2014,0,2910,5349,"2014","10"
"20877",20876,2015-03-26,3e+05,3,1984,0,7,2010,0,2440,4418,"2015","03"
"20878",20877,2014-12-22,627000,2.5,2750,0,9,2014,0,2310,11830,"2014","12"
"20879",20878,2015-04-15,275000,2.75,1740,0,7,2010,0,2380,5647,"2015","04"
"20880",20879,2014-09-26,352800,2.25,1800,0,8,2014,0,1650,2752,"2014","09"
"20881",20880,2015-03-12,565000,2.25,1540,0,8,2008,0,1510,1501,"2015","03"
"20882",20881,2015-04-14,765000,2.25,2030,0,9,2015,0,1420,2222,"2015","04"
"20883",20882,2015-04-09,644000,2.5,3310,0,9,2007,0,3240,5280,"2015","04"
"20884",20883,2015-02-23,461000,1.5,1270,0,8,2007,0,1270,1413,"2015","02"
"20885",20884,2014-12-23,270500,2.5,2406,0,8,2006,0,1767,7093,"2014","12"
"20886",20885,2014-07-01,640000,2.25,1540,0,9,2007,0,1410,964,"2014","07"
"20887",20886,2014-08-05,457000,2.5,2820,0,9,2013,0,2597,7222,"2014","08"
"20888",20887,2014-12-01,355000,2.5,2540,0,7,2014,0,1400,9440,"2014","12"
"20889",20888,2014-12-15,356000,2.25,1230,0,8,2007,0,1230,1223,"2014","12"
"20890",20889,2014-08-05,425000,2.5,1900,0,8,2014,0,1900,2604,"2014","08"
"20891",20890,2014-09-23,562500,2.75,2920,0,8,2007,0,2520,5026,"2014","09"
"20892",20891,2014-07-01,460000,2.5,1450,0,8,2008,0,1410,1080,"2014","07"
"20893",20892,2015-04-06,790000,3,5370,0,10,2005,0,4443,94403,"2015","04"
"20894",20893,2015-03-18,401000,2,1270,0,8,2006,0,1330,1333,"2015","03"
"20895",20894,2014-08-28,1095000,2.5,2550,0,9,2014,0,1250,4080,"2014","08"
"20896",20895,2015-04-03,850000,3,3070,0,9,2007,0,3200,6984,"2015","04"
"20897",20896,2014-07-02,274500,2.25,1450,0,7,2010,0,1660,3800,"2014","07"
